Element Type,Element Name,Description,Identifier,Data Type
Type,,The input fields for company attributes when creating or updating a company.,Type: 
Type,,"A location or branch of a [company that's a customer](https://shopify.dev/api/admin-graphql/latest/objects/company) of the shop. Configuration of B2B relationship, for example prices lists and checkout settings, may be done for a location.",Type: 
Field,billingAddress,The address used as billing address for the location.,"Type: , Field: billingAddress"
Field,buyerExperienceConfiguration,The configuration for the buyer's B2B checkout.,"Type: , Field: buyerExperienceConfiguration"
Field,catalogs,The list of catalogs associated with the company location.,"Type: , Field: catalogs"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: catalogs, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: catalogs, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: catalogs, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: catalogs, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: catalogs, Argument: reverse"
Field,company,The company that the company location belongs to.,"Type: , Field: company"
Field,createdAt,The date and time ([ISO 8601 format](http://en.wikipedia.org/wiki/ISO_8601)) at which the company location was created in Shopify.,"Type: , Field: createdAt"
Field,currency,"The location's currency based on the shipping address. If the shipping address is empty, then the value is the shop's primary market.","Type: , Field: currency"
Field,defaultCursor,"A default cursor that returns the single next record, sorted ascending by ID.
","Type: , Field: defaultCursor"
Field,draftOrders,The list of draft orders for the company location.,"Type: , Field: draftOrders"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: draftOrders, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: draftOrders, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: draftOrders, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: draftOrders, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: draftOrders, Argument: reverse"
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: draftOrders, Argument: sortKey"
Argument,query,"Supported filter parameters:
 - `created_at`
 - `customer_id`
 - `source`
 - `status`
 - `tag`
 - `updated_at`

See the detailed [search syntax](https://shopify.dev/api/usage/search-syntax)
for more information about using filters.
","Type: , Field: draftOrders, Argument: query"
Field,events,The paginated list of events associated with the host subject.,"Type: , Field: events"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: events, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: events, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: events, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: events, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: events, Argument: reverse"
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: events, Argument: sortKey"
Argument,query,"Supported filter parameters:
 - `comments`
 - `created_at`
 - `subject_type`
 - `verb`

See the detailed [search syntax](https://shopify.dev/api/usage/search-syntax)
for more information about using filters.
","Type: , Field: events, Argument: query"
Field,externalId,A unique externally-supplied ID for the company location.,"Type: , Field: externalId"
Field,hasTimelineComment,Whether the merchant added a timeline comment to the company location.,"Type: , Field: hasTimelineComment"
Field,id,A globally-unique ID.,"Type: , Field: id"
Field,inCatalog,Whether the company location is assigned a specific catalog.,"Type: , Field: inCatalog"
Argument,catalogId,The ID of the catalog.,"Type: , Field: inCatalog, Argument: catalogId"
Field,locale,The preferred locale of the company location.,"Type: , Field: locale"
Field,market,"The market that includes the location's shipping address. If the shipping address is empty, then the value is the shop's primary market.","Type: , Field: market"
Field,metafield,Returns a metafield by namespace and key that belongs to the resource.,"Type: , Field: metafield"
Argument,namespace,The namespace for the metafield.,"Type: , Field: metafield, Argument: namespace"
Argument,key,The key for the metafield.,"Type: , Field: metafield, Argument: key"
Field,metafieldDefinitions,List of metafield definitions.,"Type: , Field: metafieldDefinitions"
Argument,namespace,Filter metafield definitions by namespace.,"Type: , Field: metafieldDefinitions, Argument: namespace"
Argument,pinnedStatus,Filter by the definition's pinned status.,"Type: , Field: metafieldDefinitions, Argument: pinnedStatus"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: metafieldDefinitions, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: metafieldDefinitions, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: metafieldDefinitions, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: metafieldDefinitions, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: metafieldDefinitions, Argument: reverse"
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: metafieldDefinitions, Argument: sortKey"
Argument,query,"Supported filter parameters:
 - `created_at`
 - `key`
 - `namespace`
 - `owner_type`
 - `type`
 - `updated_at`

See the detailed [search syntax](https://shopify.dev/api/usage/search-syntax)
for more information about using filters.
","Type: , Field: metafieldDefinitions, Argument: query"
Field,metafields,List of metafields that belong to the resource.,"Type: , Field: metafields"
Argument,namespace,The metafield namespace to filter by.,"Type: , Field: metafields, Argument: namespace"
Argument,keys,"List of keys of metafields in the format `namespace.key`, will be returned in the same format.","Type: , Field: metafields, Argument: keys"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: metafields, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: metafields, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: metafields, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: metafields, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: metafields, Argument: reverse"
Field,name,The name of the company location.,"Type: , Field: name"
Field,note,A note about the company location.,"Type: , Field: note"
Field,orderCount,The total number of orders placed for the location.,"Type: , Field: orderCount"
Field,orders,The list of orders for the company location.,"Type: , Field: orders"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: orders, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: orders, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: orders, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: orders, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: orders, Argument: reverse"
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: orders, Argument: sortKey"
Field,phone,The phone number of the company location.,"Type: , Field: phone"
Field,privateMetafield,Returns a private metafield by namespace and key that belongs to the resource.,"Type: , Field: privateMetafield"
Argument,namespace,The namespace for the private metafield.,"Type: , Field: privateMetafield, Argument: namespace"
Argument,key,The key for the private metafield.,"Type: , Field: privateMetafield, Argument: key"
Field,privateMetafields,List of private metafields that belong to the resource.,"Type: , Field: privateMetafields"
Argument,namespace,Filter the private metafields by namespace.,"Type: , Field: privateMetafields, Argument: namespace"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: privateMetafields, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: privateMetafields, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: privateMetafields, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: privateMetafields, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: privateMetafields, Argument: reverse"
Field,roleAssignments,The list of roles assigned to the company location.,"Type: , Field: roleAssignments"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: roleAssignments, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: roleAssignments, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: roleAssignments, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: roleAssignments, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: roleAssignments, Argument: reverse"
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: roleAssignments, Argument: sortKey"
Argument,query,"Supported filter parameters:
 - `company_contact_id`
 - `company_contact_role_id`
 - `company_id`
 - `company_location_id`
 - `created_at`
 - `location_name`
 - `role_name`
 - `updated_at`

See the detailed [search syntax](https://shopify.dev/api/usage/search-syntax)
for more information about using filters.
","Type: , Field: roleAssignments, Argument: query"
Field,shippingAddress,The address used as shipping address for the location.,"Type: , Field: shippingAddress"
Field,taxExemptions,The list of tax exemptions applied to the location.,"Type: , Field: taxExemptions"
Field,taxRegistrationId,The tax registration ID for the company location.,"Type: , Field: taxRegistrationId"
Field,totalSpent,The total amount spent by the location.,"Type: , Field: totalSpent"
Field,updatedAt,The date and time ([ISO 8601 format](http://en.wikipedia.org/wiki/ISO_8601)) at which the company location was last modified.,"Type: , Field: updatedAt"
Type,,Return type for `companyLocationAssignAddress` mutation.,Type: 
Field,addresses,The list of updated addresses on the company location.,"Type: , Field: addresses"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,Return type for `companyLocationAssignRoles` mutation.,Type: 
Field,roleAssignments,A list of newly created assignments of company contacts to a company location.,"Type: , Field: roleAssignments"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,Return type for `companyLocationAssignTaxExemptions` mutation.,Type: 
Field,companyLocation,The updated company location.,"Type: , Field: companyLocation"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,"A list of products with publishing and pricing information associated with company locations.
",Type: 
Field,companyLocations,The company locations associated with the catalog.,"Type: , Field: companyLocations"
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: companyLocations, Argument: first"
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: companyLocations, Argument: after"
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: companyLocations, Argument: last"
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: companyLocations, Argument: before"
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: companyLocations, Argument: reverse"
Argument,sortKey,Sort the underlying list by the given key.,"Type: , Field: companyLocations, Argument: sortKey"
Argument,query,"Supported filter parameters:
 - `company_id`
 - `created_at`
 - `external_id`
 - `ids`
 - `name`
 - `updated_at`

See the detailed [search syntax](https://shopify.dev/api/usage/search-syntax)
for more information about using filters.
","Type: , Field: companyLocations, Argument: query"
Field,companyLocationsCount,The number of company locations associated with the catalog.,"Type: , Field: companyLocationsCount"
Field,id,A globally-unique ID.,"Type: , Field: id"
Field,operations,Most recent catalog operations.,"Type: , Field: operations"
Field,priceList,The price list associated with the catalog.,"Type: , Field: priceList"
Field,publication,A group of products and collections that's published to a catalog.,"Type: , Field: publication"
Field,status,The status of the catalog.,"Type: , Field: status"
Field,title,The name of the catalog.,"Type: , Field: title"
Type,,"An auto-generated type for paginating through multiple CompanyLocations.
",Type: 
Field,edges,A list of edges.,"Type: , Field: edges"
Field,nodes,A list of the nodes contained in CompanyLocationEdge.,"Type: , Field: nodes"
Field,pageInfo,Information to aid in pagination.,"Type: , Field: pageInfo"
Type,,Return type for `companyLocationCreate` mutation.,Type: 
Field,companyLocation,The created company location.,"Type: , Field: companyLocation"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,Return type for `companyLocationCreateTaxRegistration` mutation.,Type: 
Field,companyLocation,The company location with the created tax registration.,"Type: , Field: companyLocation"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,Return type for `companyLocationDelete` mutation.,Type: 
Field,deletedCompanyLocationId,The ID of the deleted company location.,"Type: , Field: deletedCompanyLocationId"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,"An auto-generated type which holds one CompanyLocation and a cursor during pagination.
",Type: 
Field,cursor,A cursor for use in pagination.,"Type: , Field: cursor"
Field,node,The item at the end of CompanyLocationEdge.,"Type: , Field: node"
Type,,The input fields for company location when creating or updating a company location.,Type: 
Type,,Return type for `companyLocationRevokeRoles` mutation.,Type: 
Field,revokedRoleAssignmentIds,A list of role assignment IDs that were removed from the company location.,"Type: , Field: revokedRoleAssignmentIds"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,Return type for `companyLocationRevokeTaxExemptions` mutation.,Type: 
Field,companyLocation,The updated company location.,"Type: , Field: companyLocation"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,Return type for `companyLocationRevokeTaxRegistration` mutation.,Type: 
Field,companyLocation,The updated company location.,"Type: , Field: companyLocation"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,"The input fields for the role and contact to assign on a location.
",Type: 
Type,,The set of valid sort keys for the CompanyLocation query.,Type: 
Enum Value,CREATED_AT,Sort by the `created_at` value.,"Type: , Enum Value: CREATED_AT"
Enum Value,UPDATED_AT,Sort by the `updated_at` value.,"Type: , Enum Value: UPDATED_AT"
Enum Value,NAME,Sort by the `name` value.,"Type: , Enum Value: NAME"
Enum Value,COMPANY_ID,Sort by the `company_id` value.,"Type: , Enum Value: COMPANY_ID"
Enum Value,COMPANY_AND_LOCATION_NAME,Sort by the `company_and_location_name` value.,"Type: , Enum Value: COMPANY_AND_LOCATION_NAME"
Enum Value,ID,Sort by the `id` value.,"Type: , Enum Value: ID"
Enum Value,RELEVANCE,"Sort by relevance to the search terms when the `query` parameter is specified on the connection.
Don't use this sort key when no search query is specified.
","Type: , Enum Value: RELEVANCE"
Type,,The input fields for company location when creating or updating a company location.,Type: 
Type,,Return type for `companyLocationUpdate` mutation.,Type: 
Field,companyLocation,The updated company location.,"Type: , Field: companyLocation"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,Return type for `companyLocationsDelete` mutation.,Type: 
Field,deletedCompanyLocationIds,A list of IDs of the deleted company locations.,"Type: , Field: deletedCompanyLocationIds"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,Return type for `companyRevokeMainContact` mutation.,Type: 
Field,company,The company from which the main contact is revoked.,"Type: , Field: company"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,The set of valid sort keys for the Company query.,Type: 
Enum Value,CREATED_AT,Sort by the `created_at` value.,"Type: , Enum Value: CREATED_AT"
Enum Value,UPDATED_AT,Sort by the `updated_at` value.,"Type: , Enum Value: UPDATED_AT"
Enum Value,SINCE_DATE,Sort by the `since_date` value.,"Type: , Enum Value: SINCE_DATE"
Enum Value,NAME,Sort by the `name` value.,"Type: , Enum Value: NAME"
Enum Value,ORDER_COUNT,Sort by the `order_count` value.,"Type: , Enum Value: ORDER_COUNT"
Enum Value,TOTAL_SPENT,Sort by the `total_spent` value.,"Type: , Enum Value: TOTAL_SPENT"
Enum Value,ID,Sort by the `id` value.,"Type: , Enum Value: ID"
Enum Value,RELEVANCE,"Sort by relevance to the search terms when the `query` parameter is specified on the connection.
Don't use this sort key when no search query is specified.
","Type: , Enum Value: RELEVANCE"
Type,,Return type for `companyUpdate` mutation.,Type: 
Field,company,The updated company.,"Type: , Field: company"
Field,userErrors,The list of errors that occurred from executing the mutation.,"Type: , Field: userErrors"
Type,,The input fields for the context data that determines the pricing of a variant.,Type: 
Type,,The context data that determines the publication status of a product.,Type: 
Type,,The list of all the countries from the combined shipping zones for the shop.,Type: 
Field,countryCodes,The list of all the countries from all the combined shipping zones.,"Type: , Field: countryCodes"
Field,includeRestOfWorld,Whether 'Rest of World' has been defined in any of the shipping zones.,"Type: , Field: includeRestOfWorld"
Type,,"The code designating a country/region, which generally follows ISO 3166-1 alpha-2 guidelines.
If a territory doesn't have a country code value in the `CountryCode` enum, then it might be considered a subdivision
of another country. For example, the territories associated with Spain are represented by the country code `ES`,
and the territories associated with the United States of America are represented by the country code `US`.
",Type: 
Enum Value,AF,Afghanistan.,"Type: , Enum Value: AF"
Enum Value,AX,Åland Islands.,"Type: , Enum Value: AX"
Enum Value,AL,Albania.,"Type: , Enum Value: AL"
Enum Value,DZ,Algeria.,"Type: , Enum Value: DZ"
Enum Value,AD,Andorra.,"Type: , Enum Value: AD"
Enum Value,AO,Angola.,"Type: , Enum Value: AO"
Enum Value,AI,Anguilla.,"Type: , Enum Value: AI"
Enum Value,AG,Antigua & Barbuda.,"Type: , Enum Value: AG"
Enum Value,AR,Argentina.,"Type: , Enum Value: AR"
Enum Value,AM,Armenia.,"Type: , Enum Value: AM"
Enum Value,AW,Aruba.,"Type: , Enum Value: AW"
Enum Value,AC,Ascension Island.,"Type: , Enum Value: AC"
Enum Value,AU,Australia.,"Type: , Enum Value: AU"
Enum Value,AT,Austria.,"Type: , Enum Value: AT"
Enum Value,AZ,Azerbaijan.,"Type: , Enum Value: AZ"
Enum Value,BS,Bahamas.,"Type: , Enum Value: BS"
Enum Value,BH,Bahrain.,"Type: , Enum Value: BH"
Enum Value,BD,Bangladesh.,"Type: , Enum Value: BD"
Enum Value,BB,Barbados.,"Type: , Enum Value: BB"
Enum Value,BY,Belarus.,"Type: , Enum Value: BY"
Enum Value,BE,Belgium.,"Type: , Enum Value: BE"
Enum Value,BZ,Belize.,"Type: , Enum Value: BZ"
Enum Value,BJ,Benin.,"Type: , Enum Value: BJ"
Enum Value,BM,Bermuda.,"Type: , Enum Value: BM"
Enum Value,BT,Bhutan.,"Type: , Enum Value: BT"
Enum Value,BO,Bolivia.,"Type: , Enum Value: BO"
Enum Value,BA,Bosnia & Herzegovina.,"Type: , Enum Value: BA"
Enum Value,BW,Botswana.,"Type: , Enum Value: BW"
Enum Value,BV,Bouvet Island.,"Type: , Enum Value: BV"
Enum Value,BR,Brazil.,"Type: , Enum Value: BR"
Enum Value,IO,British Indian Ocean Territory.,"Type: , Enum Value: IO"
Enum Value,BN,Brunei.,"Type: , Enum Value: BN"
Enum Value,BG,Bulgaria.,"Type: , Enum Value: BG"
Enum Value,BF,Burkina Faso.,"Type: , Enum Value: BF"
Enum Value,BI,Burundi.,"Type: , Enum Value: BI"
Enum Value,KH,Cambodia.,"Type: , Enum Value: KH"
Enum Value,CA,Canada.,"Type: , Enum Value: CA"
Enum Value,CV,Cape Verde.,"Type: , Enum Value: CV"
Enum Value,BQ,Caribbean Netherlands.,"Type: , Enum Value: BQ"
Enum Value,KY,Cayman Islands.,"Type: , Enum Value: KY"
Enum Value,CF,Central African Republic.,"Type: , Enum Value: CF"
Enum Value,TD,Chad.,"Type: , Enum Value: TD"
Enum Value,CL,Chile.,"Type: , Enum Value: CL"
Enum Value,CN,China.,"Type: , Enum Value: CN"
Enum Value,CX,Christmas Island.,"Type: , Enum Value: CX"
Enum Value,CC,Cocos (Keeling) Islands.,"Type: , Enum Value: CC"
Enum Value,CO,Colombia.,"Type: , Enum Value: CO"
Enum Value,KM,Comoros.,"Type: , Enum Value: KM"
Enum Value,CG,Congo - Brazzaville.,"Type: , Enum Value: CG"
Enum Value,CD,Congo - Kinshasa.,"Type: , Enum Value: CD"
Enum Value,CK,Cook Islands.,"Type: , Enum Value: CK"
Enum Value,CR,Costa Rica.,"Type: , Enum Value: CR"
Enum Value,HR,Croatia.,"Type: , Enum Value: HR"
Enum Value,CU,Cuba.,"Type: , Enum Value: CU"
Enum Value,CW,Curaçao.,"Type: , Enum Value: CW"
Enum Value,CY,Cyprus.,"Type: , Enum Value: CY"
Enum Value,CZ,Czechia.,"Type: , Enum Value: CZ"
Enum Value,CI,Côte d’Ivoire.,"Type: , Enum Value: CI"
Enum Value,DK,Denmark.,"Type: , Enum Value: DK"
Enum Value,DJ,Djibouti.,"Type: , Enum Value: DJ"
Enum Value,DM,Dominica.,"Type: , Enum Value: DM"
Enum Value,DO,Dominican Republic.,"Type: , Enum Value: DO"
Enum Value,EC,Ecuador.,"Type: , Enum Value: EC"
Enum Value,EG,Egypt.,"Type: , Enum Value: EG"
Enum Value,SV,El Salvador.,"Type: , Enum Value: SV"
Enum Value,GQ,Equatorial Guinea.,"Type: , Enum Value: GQ"
Enum Value,ER,Eritrea.,"Type: , Enum Value: ER"
Enum Value,EE,Estonia.,"Type: , Enum Value: EE"
Enum Value,SZ,Eswatini.,"Type: , Enum Value: SZ"
Enum Value,ET,Ethiopia.,"Type: , Enum Value: ET"
Enum Value,FK,Falkland Islands.,"Type: , Enum Value: FK"
Enum Value,FO,Faroe Islands.,"Type: , Enum Value: FO"
Enum Value,FJ,Fiji.,"Type: , Enum Value: FJ"
Enum Value,FI,Finland.,"Type: , Enum Value: FI"
Enum Value,FR,France.,"Type: , Enum Value: FR"
Enum Value,GF,French Guiana.,"Type: , Enum Value: GF"
Enum Value,PF,French Polynesia.,"Type: , Enum Value: PF"
Enum Value,TF,French Southern Territories.,"Type: , Enum Value: TF"
Enum Value,GA,Gabon.,"Type: , Enum Value: GA"
Enum Value,GM,Gambia.,"Type: , Enum Value: GM"
Enum Value,GE,Georgia.,"Type: , Enum Value: GE"
Enum Value,DE,Germany.,"Type: , Enum Value: DE"
Enum Value,GH,Ghana.,"Type: , Enum Value: GH"
Enum Value,GI,Gibraltar.,"Type: , Enum Value: GI"
Enum Value,GR,Greece.,"Type: , Enum Value: GR"
Enum Value,GL,Greenland.,"Type: , Enum Value: GL"
Enum Value,GD,Grenada.,"Type: , Enum Value: GD"
Enum Value,GP,Guadeloupe.,"Type: , Enum Value: GP"
Enum Value,GT,Guatemala.,"Type: , Enum Value: GT"
Enum Value,GG,Guernsey.,"Type: , Enum Value: GG"
Enum Value,GN,Guinea.,"Type: , Enum Value: GN"
Enum Value,GW,Guinea-Bissau.,"Type: , Enum Value: GW"
Enum Value,GY,Guyana.,"Type: , Enum Value: GY"
Enum Value,HT,Haiti.,"Type: , Enum Value: HT"
Enum Value,HM,Heard & McDonald Islands.,"Type: , Enum Value: HM"
Enum Value,VA,Vatican City.,"Type: , Enum Value: VA"
Enum Value,HN,Honduras.,"Type: , Enum Value: HN"
Enum Value,HK,Hong Kong SAR.,"Type: , Enum Value: HK"
Enum Value,HU,Hungary.,"Type: , Enum Value: HU"
Enum Value,IS,Iceland.,"Type: , Enum Value: IS"
Enum Value,IN,India.,"Type: , Enum Value: IN"
Enum Value,ID,Indonesia.,"Type: , Enum Value: ID"
Enum Value,IR,Iran.,"Type: , Enum Value: IR"
Enum Value,IQ,Iraq.,"Type: , Enum Value: IQ"
Enum Value,IE,Ireland.,"Type: , Enum Value: IE"
Enum Value,IM,Isle of Man.,"Type: , Enum Value: IM"
Enum Value,IL,Israel.,"Type: , Enum Value: IL"
Enum Value,IT,Italy.,"Type: , Enum Value: IT"
Enum Value,JM,Jamaica.,"Type: , Enum Value: JM"
Enum Value,JP,Japan.,"Type: , Enum Value: JP"
Enum Value,JE,Jersey.,"Type: , Enum Value: JE"
Enum Value,JO,Jordan.,"Type: , Enum Value: JO"
Enum Value,KZ,Kazakhstan.,"Type: , Enum Value: KZ"
Enum Value,KE,Kenya.,"Type: , Enum Value: KE"
Enum Value,KI,Kiribati.,"Type: , Enum Value: KI"
Enum Value,KP,North Korea.,"Type: , Enum Value: KP"
Enum Value,XK,Kosovo.,"Type: , Enum Value: XK"
Enum Value,KW,Kuwait.,"Type: , Enum Value: KW"
Enum Value,KG,Kyrgyzstan.,"Type: , Enum Value: KG"
Enum Value,LA,Laos.,"Type: , Enum Value: LA"
Enum Value,LV,Latvia.,"Type: , Enum Value: LV"
Enum Value,LB,Lebanon.,"Type: , Enum Value: LB"
Enum Value,LS,Lesotho.,"Type: , Enum Value: LS"
Enum Value,LR,Liberia.,"Type: , Enum Value: LR"
Enum Value,LY,Libya.,"Type: , Enum Value: LY"
Enum Value,LI,Liechtenstein.,"Type: , Enum Value: LI"
Enum Value,LT,Lithuania.,"Type: , Enum Value: LT"
Enum Value,LU,Luxembourg.,"Type: , Enum Value: LU"
Enum Value,MO,Macao SAR.,"Type: , Enum Value: MO"
Enum Value,MG,Madagascar.,"Type: , Enum Value: MG"
Enum Value,MW,Malawi.,"Type: , Enum Value: MW"
Enum Value,MY,Malaysia.,"Type: , Enum Value: MY"
Enum Value,MV,Maldives.,"Type: , Enum Value: MV"
Enum Value,ML,Mali.,"Type: , Enum Value: ML"
Enum Value,MT,Malta.,"Type: , Enum Value: MT"
Enum Value,MQ,Martinique.,"Type: , Enum Value: MQ"
Enum Value,MR,Mauritania.,"Type: , Enum Value: MR"
Enum Value,MU,Mauritius.,"Type: , Enum Value: MU"
Enum Value,YT,Mayotte.,"Type: , Enum Value: YT"
Enum Value,MX,Mexico.,"Type: , Enum Value: MX"
Enum Value,MD,Moldova.,"Type: , Enum Value: MD"
Enum Value,MC,Monaco.,"Type: , Enum Value: MC"
Enum Value,MN,Mongolia.,"Type: , Enum Value: MN"
Enum Value,ME,Montenegro.,"Type: , Enum Value: ME"
Enum Value,MS,Montserrat.,"Type: , Enum Value: MS"
Enum Value,MA,Morocco.,"Type: , Enum Value: MA"
Enum Value,MZ,Mozambique.,"Type: , Enum Value: MZ"
Enum Value,MM,Myanmar (Burma).,"Type: , Enum Value: MM"
Enum Value,NA,Namibia.,"Type: , Enum Value: NA"
Enum Value,NR,Nauru.,"Type: , Enum Value: NR"
Enum Value,NP,Nepal.,"Type: , Enum Value: NP"
Enum Value,NL,Netherlands.,"Type: , Enum Value: NL"
Enum Value,AN,Netherlands Antilles.,"Type: , Enum Value: AN"
Enum Value,NC,New Caledonia.,"Type: , Enum Value: NC"
Enum Value,NZ,New Zealand.,"Type: , Enum Value: NZ"
Enum Value,NI,Nicaragua.,"Type: , Enum Value: NI"
Enum Value,NE,Niger.,"Type: , Enum Value: NE"
Enum Value,NG,Nigeria.,"Type: , Enum Value: NG"
Enum Value,NU,Niue.,"Type: , Enum Value: NU"
Enum Value,NF,Norfolk Island.,"Type: , Enum Value: NF"
Enum Value,MK,North Macedonia.,"Type: , Enum Value: MK"
Enum Value,NO,Norway.,"Type: , Enum Value: NO"
Enum Value,OM,Oman.,"Type: , Enum Value: OM"
Enum Value,PK,Pakistan.,"Type: , Enum Value: PK"
Enum Value,PS,Palestinian Territories.,"Type: , Enum Value: PS"
Enum Value,PA,Panama.,"Type: , Enum Value: PA"
Enum Value,PG,Papua New Guinea.,"Type: , Enum Value: PG"
Enum Value,PY,Paraguay.,"Type: , Enum Value: PY"
Enum Value,PE,Peru.,"Type: , Enum Value: PE"
Enum Value,PH,Philippines.,"Type: , Enum Value: PH"
Enum Value,PN,Pitcairn Islands.,"Type: , Enum Value: PN"
Enum Value,PL,Poland.,"Type: , Enum Value: PL"
Enum Value,PT,Portugal.,"Type: , Enum Value: PT"
Enum Value,QA,Qatar.,"Type: , Enum Value: QA"
Enum Value,CM,Cameroon.,"Type: , Enum Value: CM"
Enum Value,RE,Réunion.,"Type: , Enum Value: RE"
Enum Value,RO,Romania.,"Type: , Enum Value: RO"
Enum Value,RU,Russia.,"Type: , Enum Value: RU"
Enum Value,RW,Rwanda.,"Type: , Enum Value: RW"
Enum Value,BL,St. Barthélemy.,"Type: , Enum Value: BL"
Enum Value,SH,St. Helena.,"Type: , Enum Value: SH"
Enum Value,KN,St. Kitts & Nevis.,"Type: , Enum Value: KN"
Enum Value,LC,St. Lucia.,"Type: , Enum Value: LC"
Enum Value,MF,St. Martin.,"Type: , Enum Value: MF"
Enum Value,PM,St. Pierre & Miquelon.,"Type: , Enum Value: PM"
Enum Value,WS,Samoa.,"Type: , Enum Value: WS"
Enum Value,SM,San Marino.,"Type: , Enum Value: SM"
Enum Value,ST,São Tomé & Príncipe.,"Type: , Enum Value: ST"
Enum Value,SA,Saudi Arabia.,"Type: , Enum Value: SA"
Enum Value,SN,Senegal.,"Type: , Enum Value: SN"
Enum Value,RS,Serbia.,"Type: , Enum Value: RS"
Enum Value,SC,Seychelles.,"Type: , Enum Value: SC"
Enum Value,SL,Sierra Leone.,"Type: , Enum Value: SL"
Enum Value,SG,Singapore.,"Type: , Enum Value: SG"
